model,event_id,true_label,pred_label,pred_conf,logits,latency_sec,actor_norm,notes
gemma3:4b,CAO10167,V,V,0.95,"{""V"": 0.55, ""B"": 0.05, ""E"": 0.05, ""P"": 0.1, ""R"": 0.15, ""S"": 0.1}",2.09,Ambazonian Separatists (Cameroon),"On 22 January 2023, Ambazonian Separatists from the Restoration Forces faction sexually abused a girl in Dienyi (Meme, Sud-Ouest) as they extorted an unspecified amount of money from civilians in their private residence."
gemma3:4b,CAO13575,S,V,0.85,"{""V"": 0.55, ""B"": 0.05, ""E"": 0.02, ""P"": 0.1, ""R"": 0.15, ""S"": 0.13}",2.26,Military Forces of Cameroon (1982-),"On 20 April 2024, security forces, coded as the military forces arrested some 60 civilians (50 men and 10 women) during a cordon and search operation in Ikata (Muyuka, Fako, Sud-Ouest) from their private residences for not having valid identification documents."
gemma3:4b,CAO10720,S,V,0.95,"{""V"": 0.45, ""B"": 0.05, ""E"": 0.05, ""P"": 0.05, ""R"": 0.05, ""S"": 0.35}",1.4,Military Forces of Cameroon (1982-),"Property destruction: On 25 May 2023, state security forces, coded as military forces, set four civilian houses ablaze in Akossia (Mezam, Nord-Ouest) after the residents were accused of hiding separatists."
gemma3:4b,CAO5300,B,V,0.85,"{""V"": 0.45, ""B"": 0.05, ""E"": 0.05, ""P"": 0.05, ""R"": 0.05, ""S"": 0.05}",1.36,Military Forces of Cameroon (1982-),"Around 6 July 2021 (as reported), the military forces ambushed Ambazonian separatists on the road from Manbanda to Tombel town (Kupe-Manenguba, Sud-Ouest), killing a separatist commander."
gemma3:4b,CAO12863,V,V,0.85,"{""V"": 0.45, ""B"": 0.05, ""E"": 0.05, ""P"": 0.05, ""R"": 0.05, ""S"": 0.15}",1.32,Military Forces of Cameroon (1982-),"On 9 January 2021, state forces attacked Owe (Muyuka, Fake, Sud-Ouest) and arrested a civilian suspected of being a member of an armed group."
gemma3:4b,CAO12006,S,V,0.85,"{""V"": 0.45, ""B"": 0.05, ""E"": 0.02, ""P"": 0.1, ""R"": 0.15, ""S"": 0.23}",1.39,Military Forces of Cameroon (1982-),"On 18 October 2023, state security forces (coded as military) detained 60 civilians in Mundemba (Ndian, Sud-Ouest) for unknown reasons. They were released over three hours after they were detained."
gemma3:4b,CAO3215,S,E,0.95,"{""V"": 0.02, ""B"": 0.05, ""E"": 0.85, ""P"": 0.01, ""R"": 0.01, ""S"": 0.01}",1.37,Military Forces of Cameroon (1982-),"On 31 March 2020, residents found an unexploded IED on the Pivou-Limani road, Kolofata subdivision (Mayo-Sava, Extreme-Nord). The military forces were alerted and defused the device."
gemma3:4b,CAO4198,V,V,0.95,"{""V"": 0.55, ""B"": 0.05, ""E"": 0.02, ""P"": 0.1, ""R"": 0.15, ""S"": 0.13}",1.34,Ambazonian Separatists (Cameroon),"On 7 January 2021, suspected Ambazonian separatists kidnapped between 6 and 7 students in Mulang neighborhood of Bamenda town (Mezam, Nord-Ouest)."
gemma3:4b,CAO9104,S,V,0.95,"{""V"": 0.45, ""B"": 0.05, ""E"": 0.05, ""P"": 0.1, ""R"": 0.15, ""S"": 0.2}",1.92,Ambazonian Separatists (Cameroon),"Looting: On 6 August 2022, Ambazonian Separatist fighters looted 5 motorbikes from civilians who refused to pay imposed fines at a Separatist-mounted illegal checkpoint at Kombone Mission in Mbonge (Mbonge, Meme, Sud-Ouest)."
gemma3:4b,CAO15047,V,V,0.95,"{""V"": 0.45, ""B"": 0.05, ""E"": 0.02, ""P"": 0.1, ""R"": 0.15, ""S"": 0.23}",1.51,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,"On 27 July 2024, the military forces from the Rapid Intervention beat and injured some 20 civilians they had taken out of a drinking spot at Old Park in Batibo (Batibo, Momo, Nord-Ouest). The military forces accused them of having fun while the soldiers were suffering in the conflict with the Ambazonian Separatists. 2 of the victims reported the incident to the Divisional Officer. The outcome of the reporting is unknown."
gemma3:4b,CAO14839,S,V,0.95,"{""V"": 0.45, ""B"": 0.05, ""E"": 0.02, ""P"": 0.01, ""R"": 0.03, ""S"": 0.4}",1.37,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"Looting: On 12 September 2024, Boko Haram (JAS) (likely) militants looted money, 2 motorbikes, 2 mobile phones, food items from farmers along the Amchide - Maloumri road, coded to Amchide (Kolofata, Mayo-Sava, Extreme-Nord). The victims escaped and alerted the military forces in Amchide."
gemma3:4b,CAO11425,B,B,0.85,"{""V"": 0.05, ""B"": 0.65, ""E"": 0.05, ""P"": 0.05, ""R"": 0.05, ""S"": 0.15}",1.9,Military Forces of Cameroon (1982-),"On 3 December 2023, the military forces ambushed Ambazonian Separatists from the Restoration Forces in Yoke (Muyuka, Fako, Sud-Ouest) and engaged in a gunbattle with them. 2 separatists were killed while two soldiers sustained life threatening injuries."
gemma3:4b,CAO7395,B,B,0.85,"{""V"": 0.05, ""B"": 0.55, ""E"": 0.1, ""P"": 0.05, ""R"": 0.05, ""S"": 0.2}",1.42,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,"On 23 June 2023, the military forces (Rapid Intervention) ambushed Boko Haram (JAS) (likely) militants in Ganse (Kolofata, Mayo-Sava, Extreme-Nord). 1 militant was killed and various items recovered by the military forces."
gemma3:4b,CAO9782,S,V,0.85,"{""V"": 0.45, ""B"": 0.05, ""E"": 0.05, ""P"": 0.1, ""R"": 0.15, ""S"": 0.2}",1.37,Ambazonian Separatists (Cameroon),"Other: On 14 November 2022, Ambazonian Separatists fired sporadic gunshots for about 10 minutes in Kikfiuni, Belo commune, coded to Mbessa (Boyo, Nord-Ouest). The reason for the gunshots is not known."
gemma3:4b,CAO12521,V,V,0.95,"{""V"": 0.45, ""B"": 0.05, ""E"": 0.02, ""P"": 0.1, ""R"": 0.15, ""S"": 0.23}",2.2,Military Forces of Cameroon (1982-),"On 26 March 2023, state security forces (coded as military) assaulted civilians, whom they had arrested, in Mulang (Bamenda - Njah, Mezam, Nord-Ouest) for not having identity documents."
gemma3:4b,CAO8684,B,B,0.85,"{""V"": 0.05, ""B"": 0.65, ""E"": 0.05, ""P"": 0.05, ""R"": 0.05, ""S"": 0.15}",1.84,Military Forces of Cameroon (1982-),"Around 2 March 2024 (as reported), the military forces clashed with the Boko Haram (JAS) (likely) militants along the road between Djibrili and Zamga, coded to Djibrili (Mayo-Moskota, Mayo-Tsanaga, Extreme-Nord). 1 militant was killed."
gemma3:4b,CAO11563,V,V,0.98,"{""V"": 0.45, ""B"": 0.05, ""E"": 0.02, ""P"": 0.01, ""R"": 0.01, ""S"": 0.46}",1.47,Military Forces of Cameroon (1982-),"On 21 June 2023, government forces, coded as military, raped a 12-year-old girl in Atoini, coded to Njinikom (Boyo, Nord-Ouest). No further information is available."
gemma3:4b,CAO12520,B,V,0.85,"{""V"": 0.45, ""B"": 0.05, ""E"": 0.05, ""P"": 0.1, ""R"": 0.15, ""S"": 0.2}",1.82,Military Forces of Cameroon (1982-),"On 4 May 2023, state security forces (coded as military) arrested an Ambazonian Separatist from the Restoration Forces from a restaurant in Eyumojock (Manyu, Sud-Ouest). There were no fatalities."
gemma3:4b,CAO5218,S,E,0.85,"{""V"": 0.05, ""B"": 0.1, ""E"": 0.6, ""P"": 0.05, ""R"": 0.05, ""S"": 0.15}",1.35,Military Forces of Cameroon (1982-),"Defusal: On 1 May 2021, the military forces retrieved and defused an IED planted by suspected Ambazonian separatists in Sabga village, Tubah subdivision (Mezam, Nord-Ouest)."
gemma3:4b,CAO12776,B,B,0.85,"{""V"": 0.05, ""B"": 0.55, ""E"": 0.03, ""P"": 0.02, ""R"": 0.03, ""S"": 0.12}",1.47,Military Forces of Cameroon (1982-),"On 5 February 2021, military forces and Ambazonian separatists engaged in an armed clash in Mulang (Bamenda - Njah, Bamenda 3, Mezam, Nord-Ouest). There were no casualties."
gemma3:4b,CAO9887,V,V,0.85,"{""V"": 0.45, ""B"": 0.05, ""E"": 0.05, ""P"": 0.05, ""R"": 0.05, ""S"": 0.15}",1.38,Military Forces of Cameroon (1982-),"On 2 December 2022, military forces shot and killed two former Ambazonian separatists fighters in Ekombe Bonji (Meme, Sud-Ouest). The had arrested them after a clash (coded separately)."
gemma3:4b,CAO15611,S,V,0.85,"{""V"": 0.45, ""B"": 0.05, ""E"": 0.08, ""P"": 0.12, ""R"": 0.1, ""S"": 0.2}",1.44,Military Forces of Cameroon (1982-),"Other: On 19 September 2024, security forces, coded as the military forces, fired several shots at the military minor base in Bamenda - Nkwen (Bamenda 3, Mezam, Nord-Ouest) for an unknown reason."
gemma3:4b,CAO11281,V,V,0.95,"{""V"": 0.45, ""B"": 0.05, ""E"": 0.05, ""P"": 0.1, ""R"": 0.15, ""S"": 0.2}",1.34,Ambazonian Separatists (Cameroon),"On 24 November 2023, the Ambazonian Restoration Forces abducted a builder from a public transport vehicle at a vehicle checkpoint in Nguti (Nguti, Kupe-Manenguba, Sud-Ouest)."
gemma3:4b,CAO6136,V,V,0.95,"{""V"": 0.45, ""B"": 0.05, ""E"": 0.1, ""P"": 0.05, ""R"": 0.05, ""S"": 0.3}",1.46,Military Forces of Cameroon (1982-),"On 29 May 2022, Cameroon military forces attacked a local drinking parlor in Kumbo (Kumbo, Bui, Nord-Ouest) killing 5. One of the 5 died on his way to the hospital. The reason for the attack is unknown."
gemma3:4b,CAO13590,S,V,0.85,"{""V"": 0.45, ""B"": 0.05, ""E"": 0.1, ""P"": 0.15, ""R"": 0.1, ""S"": 0.15}",1.42,Military Forces of Cameroon (1982-) Gendarmerie,"Defusal: On 19 April 2024, gendarmerie forces recovered an IED planted by an Ambazonian Separatist at the Market in Great Soppo (Buea, Fako, Sud-Ouest). The were no fatalities. The Separatist had attempted to detonate the IED on a minister's convoy but nearby civilians alerted the gendarmerie forces and he was arrested."
gemma3:4b,CAO7726,B,B,0.85,"{""V"": 0.05, ""B"": 0.65, ""E"": 0.05, ""P"": 0.05, ""R"": 0.05, ""S"": 0.15}",1.88,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,"On 3 September 2023, the military forces (Rapid Intervention) ambushed Boko Haram militants [JAS faction] in Walassa (Kolofata, Mayo-Sava, Extreme-Nord). Casualties unknown. 4 militants were arrested, 2 weapons and other military equipment and a herd of oxen were recovered."
gemma3:4b,CAO10080,V,V,0.95,"{""V"": 0.55, ""B"": 0.05, ""E"": 0.02, ""P"": 0.03, ""R"": 0.02, ""S"": 0.33}",1.91,Military Forces of Cameroon (1982-),"On 2 February 2023, the state security forces, coded as the military forces beat civilians in Matondo II (Konye, Meme, Sud-Ouest) for an unknown reason. Casualties unknown. The attack caused the displacement of some civilians."
gemma3:4b,CAO12432,B,B,0.85,"{""V"": 0.1, ""B"": 0.65, ""E"": 0.05, ""P"": 0.05, ""R"": 0.05, ""S"": 0.1}",1.85,Ambazonian Separatists (Cameroon),"On 28 July 2023, Ambazonian Restoration Forces ambushed and clashed with a state force convoy, coded as military, in Nguti (Kupe-Manenguba, Sud-Ouest). One soldier was killed, and four soldiers and two Ambazonian Separatists were injured. The gunfight led to the displacement of civilians in the surrounding bush."
gemma3:4b,CAO15887,B,B,0.85,"{""B"": 0.45, ""E"": 0.05, ""P"": 0.05, ""R"": 0.05, ""S"": 0.05}",2.13,Military Forces of Cameroon (1982-),"On 6 October 2024, a mixed contingent, coded as the military forces and the gendarmerie forces, ambushed and clashed with the Ambazonian Separatists from the ADF faction in the Nchualam neighborhood in Bamenda - Mankon (Bamenda 2, Mezam, Nord-Ouest) during a military operation to dislodge the Separatists. There were no fatalities. The military forces claimed to have dismantled two Separatist hideouts and recovered several ammunitions and other items. Some 82 suspects were also arrested."
gemma3:4b,CAO11066,S,V,0.95,"{""V"": 0.45, ""B"": 0.05, ""E"": 0.02, ""P"": 0.1, ""R"": 0.15, ""S"": 0.23}",1.42,Military Forces of Cameroon (1982-),"Looting: On 7 December 2023, the military forces extorted 100,000 Franc CFA from five cocoa traders and arrested two others in Kombone (Kumba 1, Meme, Sud-Ouest). The military forces members accused the victims of reserving part of their profits from the cocoa trade for the Ambazonian Separatists."
gemma3:4b,CAO6146,P,P,0.95,"{""V"": 0.01, ""B"": 0.02, ""E"": 0.01, ""P"": 0.85, ""R"": 0.01, ""S"": 0.01}",1.4,Protesters (Cameroon),"On 26 May 2022, hundreds of Douala youth protested in Douala (Douala 1, Wouri, Littoral) against land grabbing, marginalisation, and police brutality which they believe led to the escalation of the Anglophone crisis. Police intervened with teargas. No fatalities or injuries"
gemma3:4b,CAO3886,B,V,0.85,"{""V"": 0.45, ""B"": 0.05, ""E"": 0.05, ""P"": 0.05, ""R"": 0.05, ""S"": 0.05}",1.37,Military Forces of Cameroon (1982-),"On 17 August 2020, the military forces engaged in a fire fight with Ambazonian separatists in Makanga village, Muyuka subdivision (Fako, Sud-Ouest). 1 person was killed, and another arrested."
gemma3:4b,CAO12845,V,V,0.95,"{""V"": 0.45, ""B"": 0.05, ""E"": 0.05, ""P"": 0.05, ""R"": 0.1, ""S"": 0.3}",1.42,Ambazonian Separatists (Cameroon),"On 9 December 2021, suspected Ambazonian separatist fighters killed a Fulani pastoralist at 3 Corners near Ntumbaw (Ndu, Donga-Mantung, Nord-Ouest). In retaliation, local Fulanis set ablaze more than 15 houses, and killed a bike who transported a uniformed officer to the scene [Coded as a separate event]."
gemma3:4b,CAO4209,V,V,0.95,"{""V"": 0.55, ""B"": 0.05, ""E"": 0.02, ""P"": 0.1, ""R"": 0.15, ""S"": 0.13}",1.41,Military Forces of Cameroon (1982-),"Around 12 December 2020, the military forces killed two people in Mbiam town (Ngo-ketunjia, Nord-Ouest) over suspicions of being involved in separatist activities. Both victims were arrested on 12 December and found dead the following day."
gemma3:4b,CAO11138,B,V,0.85,"{""V"": 0.45, ""B"": 0.05, ""E"": 0.05, ""P"": 0.05, ""R"": 0.05, ""S"": 0.05}",1.38,Military Forces of Cameroon (1982-),"On 2 December 2023, the military forces ambushed two Ambazonian Separatists in Mambu (Bafut, Mezam, Nord-Ouest), killing one while the other escaped with severe injuries."
gemma3:4b,CAO10307,V,V,0.95,"{""V"": 0.45, ""B"": 0.05, ""E"": 0.02, ""P"": 0.1, ""R"": 0.15, ""S"": 0.23}",1.35,Military Forces of Cameroon (1982-),"On 30 April 2023, state security forces, coded as military forces, physically assaulted an unspecified number of civilians and arrested one of them at a funeral ceremony in Ediki (Meme, Sud-Ouest). No report on injuries."
gemma3:4b,CAO8144,B,V,0.85,"{""V"": 0.52, ""B"": 0.05, ""E"": 0.03, ""P"": 0.02, ""R"": 0.03, ""S"": 0.15}",1.46,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"Looting: On 13 November 2023, Boko Haram (JAS) (likely) militants clashed with soldiers as they looted a military outpost in Tchakamari, coded to Mora (Mora, Mayo-Sava, Extreme-Nord). 2 motorbikes and money were stolen. The looting comes some days after the militants clashed with the military forces at the same outpost (coded as a separate event)."
gemma3:4b,CAO10734,S,V,0.85,"{""V"": 0.45, ""B"": 0.05, ""E"": 0.05, ""P"": 0.05, ""R"": 0.05, ""S"": 0.15}",1.4,Military Forces of Cameroon (1982-),"Other: On 27 May 2023, state security forces, coded as military forces, shot into the air to scare away Ambazonian Separatists who mounted an informal vehicle checkpoint at Mbot, Nkambe commune, coded to Nkambe (Donga-Mantung Nord-Ouest) in an attempt to attack the Divisional Officer for Ndu. The separatists fled."
gemma3:4b,CAO4741,V,V,0.95,"{""V"": 0.45, ""B"": 0.05, ""E"": 0.1, ""P"": 0.15, ""R"": 0.1, ""S"": 0.15}",1.35,Military Forces of Cameroon (1982-),"On 18 December 2020, the military forces raided Dyeny village, Mbonge subdivision (Meme, Sud-Ouest), resulting in 2 people getting injured and houses burnt down."
gemma3:4b,CAO9833,S,E,0.95,"{""E"": 0.45, ""S"": 0.0555555555555555}",1.57,Ambazonian Separatists (Cameroon),"Detonation: On 22 November 2022, an IED being planted by Ambazonian Separatists accidentally detonated in Wainamah (Bui, Nord-Ouest). The group was planting the IED in anticipation of the passage of a military convoy. One Separatists was injured."
gemma3:4b,CAO4052,B,B,0.85,"{""V"": 0.05, ""B"": 0.65, ""E"": 0.05, ""P"": 0.05, ""R"": 0.05, ""S"": 0.2}",1.9,Ambazonian Separatists (Cameroon),"On 25 November 2020, suspected Ambazonian separatists engaged in fire fights with security forces (assumed Military Forces) in Bamenda town (Mezam, Nord-Ouest). No fatality and/or casualty reported."
gemma3:4b,CAO6034,B,B,0.85,"{""V"": 0.05, ""B"": 0.55, ""E"": 0.05, ""P"": 0.05, ""R"": 0.05, ""S"": 0.15}",1.39,Military Forces of Cameroon (1982-),"Around 26 April 2022, the Cameroonian military conducted a raid and clashed with Ambazonian separatists fighters in Mbonge (Mbonge, Meme, Sud-Ouest), killing 14 separatists fighters in 3 locations of Batibo, Ndu and Mbonge. 14 fatalities split across 3 events."
gemma3:4b,CAO11480,V,V,0.95,"{""V"": 0.45, ""B"": 0.05, ""E"": 0.05, ""P"": 0.1, ""R"": 0.15, ""S"": 0.2}",1.39,Military Forces of Cameroon (1982-) Gendarmerie,"Around 17 June 2023 (as reported), Gendarmerie forces attacked and killed 1 civilian in Baingo (Belo, Boyo, Nord-Ouest). He had been arrested by the Gendarmerie the previous day and his body was found under a tree at a road junction."
gemma3:4b,CAO13626,B,B,0.85,"{""V"": 0.05, ""B"": 0.35, ""E"": 0.1, ""P"": 0.02, ""R"": 0.03, ""S"": 0.45}",1.39,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"On 14 June 2024, Boko Haram (JAS) (likely) militants clashed with the Gendarmerie forces in Tourou (Mokolo, Mayo-Tsanaga, Extreme-Nord). 1 soldier was killed. 4 motorbikes and an ambulance were burnt and several materials looted."
gemma3:4b,CAO9809,B,V,0.95,"{""V"": 0.55, ""B"": 0.05, ""E"": 0.1, ""P"": 0.05, ""R"": 0.1, ""S"": 0.2}",1.88,Military Forces of Cameroon (1982-),"On 30 September 2022, military forces in a civilian vehicle shot and killed an Ambazonian Separatist mounting a checkpoint in Etoko (Manyu, Sud-Ouest) along the Mamfe-Bamenda stretch of road."
gemma3:4b,CAO13559,B,B,0.85,"{""V"": 0.05, ""B"": 0.3, ""E"": 0.02, ""P"": 0.01, ""R"": 0.03, ""S"": 0.6}",1.44,Military Forces of Cameroon (1982-),"On 21 April 2024, security forces, coded as the military forces clashed with the Ambazonian Separatists in Benade (Menchum-Valley, Menchum, Nord-Ouest) during a military operation to identify a Separatist hideout. There were no fatalities. No information on the injuries."
gemma3:4b,CAO13154,S,V,0.95,"{""V"": 0.45, ""B"": 0.05, ""E"": 0.05, ""P"": 0.05, ""R"": 0.05, ""S"": 0.35}",1.38,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"Property destruction: On 20 February 2024, the Boko Haram (JAS) (likely) militants burnt civilian crops on two farms in Kourgui (Mora, Mayo-Sava, Extreme-Nord)."
gemma3:4b,CAO10659,V,V,0.95,{},1.15,Ambazonian Separatists (Cameroon),"On 18 May 2023, Ambazonian Separatists abducted 10 civilians from two vehicles at a vehicular checkpoint along the Kumba - Mamfe road in Ikiliwindi Mile 10 (Meme, Sud-Ouest). The abductees were accused of violating the Separatists' ban on movement on this road from the 18th to the 20th of May 2023 in order to disrupt the National Day celebrations."
