event_id_cnty,notes,gold_label,gold_label_full,actor_type,actor_norm,actor_norm
CAO4965,"On 21 January 2021, Ambazonian separatists kidnapped and tortured one person in Kombone village, Kumba 1 subdivision (Meme, Sud-Ouest). He was released after the payment of a ransom.",V,Violence against civilians,non-state,Ambazonian Separatists (Cameroon),Ambazonia
CAO5381,"On 16 August 2021, the military forces raided Bali town (Mezam, Nord-Ouest). They killed three people, beat up several and looted shops and destroyed properties.",V,Violence against civilians,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO15425,"On 13 October 2024, Boko Haram (JAS) (likely) militants slit the throat and killed 1 civilian at the victim's private residence in Double-Alagarno (Mora, Mayo-Sava, Extreme-Nord) for an unknown reason.",V,Violence against civilians,non-state,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,Boko Haram / ISWAP
CAO3983,"On 22 October 2020, the military forces engaged in a fire fights with Ambazonian separatists in Muea town (Fako, Sud-Ouest). No fatality and/or casualty reported.",B,Battles,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO6296,"Around 15 July 2022, residents of Koza and Gaboua protested in front of the sub-prefecture of Koza in Koza (Koza, Mayo-Tsanaga, Extreme-Nord) after a Boko Haram attack. They protested against the lack of security measures in the community.",P,Protests,non-state,Protesters (Cameroon),Protesters/Rioters/Civilians
CAO5005,"Looting: On 4 February 2021, the military forces seized about 12 motorbikes from 25 youth they previously arrested in Njuma village, Ekondo Titi subdivision (Ndian, Sud-Ouest).",S,Strategic developments,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO12227,"On 31 August 2023, state security forces, coded as military forces, who were in a convoy, engaged in an armed clash with Ambazonian Separatists at an illegal checkpoint in Agyati (Mezam, Nord-Ouest). There were no casualties.",B,Battles,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO14470,"On 4 June 2024, security forces, coded as the military forces, beat and injured a civilian in his private car by the roadside at Tiko Round About in Tiko (Tiko, Fako, Sud-Ouest) after the victim had delayed the military forces who had been escorting a senior government official.",V,Violence against civilians,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO11909,"On 5 October 2023, Ambazonian Separatists ambushed a travelling customs officer, in Nzibie, coded to Ako (Ako, Donga-Mantung, Nord-Ouest), leaving him with severe injuries. He was taken to a nearby health centre for medical treatment.",B,Battles,non-state,Ambazonian Separatists (Cameroon),Ambazonia
CAO2866,"On 20 January 2020, the military forces attacked the village of Awing, in Santa subdivision (Mezam, Nord-Ouest), and set fire to several houses.",S,Strategic developments,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO15185,"On 11 August 2024, security forces, coded as the military forces upon spotting Ambazonian Separatists from the Restoration Forces faction, clashed with the Separatists on the road at Road Junction in Mundemba (Mundemba, Ndian, Sud-Ouest). 5 Separatists were killed and a stray bullet killed 1 18-year-old girl.",B,Battles,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO7623,"On 7 August 2023, the military forces (Rapid Intervention) clashed with Boko Haram (JAS) (likely) militants around Kolofata - Kerawa road, coded to Kolofata (Kolofata, Mayo-Sava, Extreme-Nord). The militants were able to free 2 heavy-duty truck drivers and 2 assistants who had been abducted the previous day. Casualties unknown.",B,Battles,state,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,State forces (Cameroon)
CAO4298,"On 23 January 2021, the military forces engaged in fire fights with Ambazonian separatists in Mulang and Meta neighborhood of Bamenda town, Bamenda 2 subdivision (Mezam, Nord-Ouest). Four civilians were killed, reportedly by the military forces.",B,Battles,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO9421,"Other: On 15 September 2022, the military forces fired gunshots under unclear circumstances at GRA quarter in Mbengwi (Momo, Nord-Ouest).",S,Strategic developments,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO7189,"On 25 March 2023, the Cameroonian military forces attacked sleeping civilians in Vekovi (Oku, Bui, Nord-Ouest). The number of fatalities is not known but villagers have found corpses in the bushes. Some villagers fled while others were taken away by the military. The military also looted and set fire to homes. Unknown fatalities coded as 3.",V,Violence against civilians,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO15012,"Looting: On 22 September 2024, ISWAP or Boko Haram militants looted 2 motorbikes and goods from 2 traveling civilians in Djourou (Kolofata, Mayo-Sava, Extreme-Nord).",S,Strategic developments,non-state,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,Boko Haram / ISWAP
CAO14886,"On 21 July 2024, Ambazonian Separatists from the Restoration Forces faction abducted 4 men and 1 woman from the roadside in Bomaka (Buea, Fako, Sud-Ouest) for an unknown reason.",V,Violence against civilians,non-state,Ambazonian Separatists (Cameroon),Ambazonia
CAO8659,"On 2 March 2024, an IED planted by suspected ISWAP or Boko Haram militants detonated on a herd of goats and sheep in Bargaram (Hile-Alifa, Logone-et-Chari, Extreme-Nord). Some farm animals were killed and injured.",E,Explosions/Remote violence,non-state,Islamic State West Africa Province (ISWAP) and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,Boko Haram / ISWAP
CAO6765,"On 24 November 2022, Ambazonian Separatists killed a public transport driver and a passenger in Awing (Santa, Mezam, Nord-Ouest). They set ablaze the driver's vehicle and abducted two other civilian passengers. The fighters left a note on the body of the killed driver on which it was written that he was collaborating with the military and warned any other person who may be collaborating with them. The rest of the civilians were allowed to go. Residents claim the attack was carried out by the Cameroonian military.",V,Violence against civilians,non-state,Ambazonian Separatists (Cameroon),Ambazonia
CAO12511,"On 19 July 2023, state security forces (coded as military) physically assualted 10 men, including the traditional chief and traditional council chairman, whom they had arrested in Nongomadiba (Kupe-Manenguba, Sud-Ouest), injuring them. They were targeted for not acting against Ambazonian Separatists who had buried a woman alive early in the morning (coded separately).",V,Violence against civilians,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO4760,"On 5 January 2020, the military forces captured and tortured a civilian in Oku village, Belo subdivision (Boyo, Nord-Ouest), for being a traitor.",V,Violence against civilians,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO3687,"On 21 September 2020, the security forces (assumed Police Forces) arrested 50 members of the MRC (opposition) party including the national treasurer and the party's spokesperson in Yaounde city (Mfoundi, Centre). This happened a day before a banned MRC demonstration.",S,Strategic developments,state,Police Forces of Cameroon (1982-),State forces (Cameroon)
CAO7719,"Around 3 September 2023, an unidentified armed group abducted 2 girls in Bamenyam (Galim, Bamboutos, Ouest). Some inhabitants suspect the Ambazonian Separatists while no separatist group has claimed responsibility.",V,Violence against civilians,non-state,Unidentified Armed Group (Cameroon),Other Actors
CAO7653,"Around 25 July 2023, a prison manager inflicted 600 strokes under the feet of an inmate at the Eseka Prison in Eseka (Eseka, Nyong-et-Kelle, Centre). The prison manager is also accused of extorting money from the inmate. There were no fatalities.",V,Violence against civilians,state,Police Forces of Cameroon (1982-) Prison Guards,State forces (Cameroon)
CAO3650,"On 5 September 2020, residents beat one woman to death in Yokosire village (Lom-Et-Djerem, Est) after she was accused of attempting to use witchcraft against her co-wife.",R,Riots,non-state,Rioters (Cameroon),Protesters/Rioters/Civilians
CAO13412,"Property destruction: On 8 April 2024, Ambazonian Separatists set fire to solar street lights at different road sites in Zoa (Fungom, Menchum, Nord-Ouest) installed by the Mayor of the municipality.",S,Strategic developments,non-state,Ambazonian Separatists (Cameroon),Ambazonia
CAO13561,"On 21 April 2024, security forces, coded as the military forces fired shots at Ambazonian Separatists riding on a motorcycle in Mahbor neighborhood in Ntamruh (Ndu, Donga-Mantung, Nord-Ouest). The Separatists escaped while stray bullets killed a 10-year-old boy who had been fetching wood at a nearby forest.",B,Battles,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO11978,"On 21 October 2023, state security forces (coded as military) arrested five Ambazonian Separatists and a civilian in Banga Bakundu (Meme, Sud-Ouest). The civilian was accused of collaborating with the Separatists and helped them identify hideouts which led to the arrests of the Separatists. There were no fatalities.",B,Battles,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO10997,"On 22 November 2023, the military forces set fire to three civilian provision shops and assaulted several civilians in Eyumojock (Eyumodjock, Manyu, Sud-Ouest). No information on injuries.",V,Violence against civilians,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO6363,"Around 7 August 2022, the Cameroonian military forces clashed with Boko Haram (JAS) (likely) fighters in Mora (Mora, Mayo-Sava, Extreme-Nord) killing many. The military also recovered weapons including 2 Kalashnikov rifles.",B,Battles,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO9494,"On 8 October 2022, military forces engaged in an armed clash with Ambazonian Separatists in Djottin (Noni, Bui, Nord-Ouest). During the attack, a high profiled NSAG popularly known as 'general Sky over' was killed along side two others. Soldiers, after the attack, set on fire three houses and arrested five civilians (3 male and 2 female) suspected to be collaborating with the fighters.",B,Battles,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO5728,"Looting: On 26 November 2021, suspected Boko Haram fighters seized 3 bicycles from a group of farmers in Amchide village, Kolofata subdivision (Mayo-Sava, Extreme-Nord).",S,Strategic developments,non-state,Islamic State West Africa Province (ISWAP) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,Boko Haram / ISWAP
CAO3325,"On 28 May 2020, a landmine planted by ISWAP fighters exploded, hitting two women on their way from Dambore to Sagme village (Logone-Et-Chari, Extreme-Nord), killing one and injuring the second.",E,Explosions/Remote violence,non-state,Islamic State West Africa Province (ISWAP) - Lake Chad Faction,Boko Haram / ISWAP
CAO11917,"On 6 October 2023, Ambazonian Separatists from Numben clashed with a rival Ambazonian Separatists faction in Bamben (Widikum, Momo, Nord-Ouest) intending to recover their ammunition seized by the faction earlier. There were no fatalities. No information on the injuries.",B,Battles,non-state,Ambazonian Separatists (Cameroon),Ambazonia
CAO10364,"On 17 April 2023, state security forces (coded as military) engaged in an armed confrontation with Ambazonian Separatists in Ber, Kumbo commune, coded as Kumbo (Bui, Nord-Ouest). Two Separatists were injured.",B,Battles,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO15915,"Defusal: On 15 October 2024, the security forces, coded as the military forces, discovered and deactivated over 5 IEDs planted by Ambazonian Separatists along the Kumbo-Ndop road in Wainamah (jakiri, Bui, Nord-Ouest). The incident halted vehicular movement along the impacted axis for over four hours.",S,Strategic developments,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO13856,"On 29 June 2024, Boko Haram (JAS) (likely) militants attacked and injured 1 civilian along the Kerawa - Kolofata road, coded to Kerawa (Kolofata, Mayo-Sava, Extreme-Nord). His motorbike and pesticides were looted.",V,Violence against civilians,non-state,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,Boko Haram / ISWAP
